PS_Code,PS_Name,Region_Name,District_Name,Constituency_Name,Registered_Voters
E01427,PALACE SQUARE WENCHI (B),EASTERN,DENKYEMBUO,AKWATIA,702
E01428,DURBAR GROUND NEW WENCHI,EASTERN,DENKYEMBUO,AKWATIA,686
E01429,METHODIST PRIM. SCH. SOABE,EASTERN,DENKYEMBUO,AKWATIA,606
E01430,PRESBY PRIM SCH SOABE,EASTERN,DENKYEMBUO,AKWATIA,151
E01431,SOABE CENTRAL,EASTERN,DENKYEMBUO,AKWATIA,244
E01432,L/A PRIM SCH SEINKYEM,EASTERN,DENKYEMBUO,AKWATIA,366
E01433,DURBAR GROUNDS TAKROWASE,EASTERN,DENKYEMBUO,AKWATIA,907
E01434,METHODIST CHURCH TAKROWASE,EASTERN,DENKYEMBUO,AKWATIA,764
E01435,PRESBY PRIM SCH TAKROWASE,EASTERN,DENKYEMBUO,AKWATIA,673
E01436,METH. PRIM SCH TAKROWASE,EASTERN,DENKYEMBUO,AKWATIA,454
E01437,R/C PRIM SCH TAKROWASE,EASTERN,DENKYEMBUO,AKWATIA,667
E01438,N .Y. O. C. SCH.TAKROWASE,EASTERN,DENKYEMBUO,AKWATIA,269
E01439,FUNERAL GROUNDS KUSI,EASTERN,DENKYEMBUO,AKWATIA,696
E01440,PRESBY PRIM SCH KUSI,EASTERN,DENKYEMBUO,AKWATIA,737
E01441,L/A J H S KUSI,EASTERN,DENKYEMBUO,AKWATIA,400
E01442,O. P. R. I  SQUARE  KUSI,EASTERN,DENKYEMBUO,AKWATIA,158
E01443,L/A J H S ASUBONE,EASTERN,DENKYEMBUO,AKWATIA,289
E01444,ASUBONE COMMUNITY CENTRE,EASTERN,DENKYEMBUO,AKWATIA,250
E01445,MARKET SQUARE NO.4,EASTERN,DENKYEMBUO,AKWATIA,514
E01446,ANHWEASO L/A PRIM SCH,EASTERN,DENKYEMBUO,AKWATIA,675
E01447,ANHWEASO L/A J H S SCH,EASTERN,DENKYEMBUO,AKWATIA,138
E01448,ADDAEKROML/A PRIM SCH,EASTERN,DENKYEMBUO,AKWATIA,212
E01449,L/A PRIM SCH. ARMAHKROM,EASTERN,DENKYEMBUO,AKWATIA,260
E01450,CHURCH OF CHRIST PREP. SCH. AMANFROM,EASTERN,DENKYEMBUO,AKWATIA,458
E01451,ANGLICAN PRIM. SCH. AMANFROM,EASTERN,DENKYEMBUO,AKWATIA,244
E01452,AMANFROM NURSERY,EASTERN,DENKYEMBUO,AKWATIA,146
E01453,AMANFROM KINDERGARTEN,EASTERN,DENKYEMBUO,AKWATIA,379
E01454,AKWATIA TECHNICAL INSTITUTE,EASTERN,DENKYEMBUO,AKWATIA,261
E01455,AMANFROM EXPERIMENTAL SCH.,EASTERN,DENKYEMBUO,AKWATIA,163
E01456,ALAFIA PLAY GROUNDS,EASTERN,DENKYEMBUO,AKWATIA,464
E01457,JUNIOR STAFF CLUB,EASTERN,DENKYEMBUO,AKWATIA,563
E01458,SENIOR STAFF CLUB,EASTERN,DENKYEMBUO,AKWATIA,255
E01459,COUNCIL HALL AKWATIA,EASTERN,DENKYEMBUO,AKWATIA,590
E01460,OLD COURT AKWATIA,EASTERN,DENKYEMBUO,AKWATIA,356
E01461,ST ROSE'S JHS AKWATIA,EASTERN,DENKYEMBUO,AKWATIA,503
E01462,R/C PRIM SCH AKWATIA,EASTERN,DENKYEMBUO,AKWATIA,857
E01463,CENTRAL MOSQUE AKWATIA,EASTERN,DENKYEMBUO,AKWATIA,856
E01464,YORUBA MOSQUE AKWATIA,EASTERN,DENKYEMBUO,AKWATIA,607
E01465,ROMAN CATHOLIC J.H.S AKWATIA,EASTERN,DENKYEMBUO,AKWATIA,110
E01466,TOWN COUNCIL OFFICE AKWATIA,EASTERN,DENKYEMBUO,AKWATIA,653
E01467,LORRY STATION AKWATIA,EASTERN,DENKYEMBUO,AKWATIA,589
E01468,A M E ZION CHURCH AKWATIA,EASTERN,DENKYEMBUO,AKWATIA,552
E01469,S.D.A. J.H.S. AKWATIA,EASTERN,DENKYEMBUO,AKWATIA,572
E01470,S.D.A. CHURCH AKWATIA,EASTERN,DENKYEMBUO,AKWATIA,461
E01471,PRESBY J.H.S. AKWATIA,EASTERN,DENKYEMBUO,AKWATIA,553
E01472,PRESBY PRIM. SCH. AKWATIA,EASTERN,DENKYEMBUO,AKWATIA,236
E01473,7TH DAY CH OF CHRIST AKWATIA,EASTERN,DENKYEMBUO,AKWATIA,928
E01474,ABROSANASE AKWATIA,EASTERN,DENKYEMBUO,AKWATIA,526
E01475,GETHSEMANE AKWATIA,EASTERN,DENKYEMBUO,AKWATIA,601
E01476,ST. PAULS PREP SCH BOADUA,EASTERN,DENKYEMBUO,AKWATIA,457
E01477,OBENEWA PREP SCH BOADUA,EASTERN,DENKYEMBUO,AKWATIA,749
E01478,LORRY STATION BOADUA,EASTERN,DENKYEMBUO,AKWATIA,896
E01479,PENTECOST CHURCH BOADUA,EASTERN,DENKYEMBUO,AKWATIA,578
E01480,L/A PRIM SCH BAMANASE,EASTERN,DENKYEMBUO,AKWATIA,400
E01481,PRESBY PRIM SCH. BOADUA (A),EASTERN,DENKYEMBUO,AKWATIA,603
E01482,R/C PRIM SCH. BOADUA,EASTERN,DENKYEMBUO,AKWATIA,545
E01483,PRESBY PRIM SCH TOPREMANG,EASTERN,DENKYEMBUO,AKWATIA,803
E01484,SALVATION PRIM. SCH. TOPREMANG,EASTERN,DENKYEMBUO,AKWATIA,626
E01485,L/A J.H.S. TOPREMANG,EASTERN,DENKYEMBUO,AKWATIA,572
E01486,L/A PRIM. SCH. MALLAM NKWANTA,EASTERN,DENKYEMBUO,AKWATIA,276
E01487,L/A PRIM SCH. APAMPATIA,EASTERN,DENKYEMBUO,AKWATIA,331
E01488,PRESBY PRIM SCH APINAMANG (A),EASTERN,DENKYEMBUO,AKWATIA,552
E01489,PRESBY PRIM SCH APINAMANG (B),EASTERN,DENKYEMBUO,AKWATIA,555
E01490,POST OFFICE APINAMANG,EASTERN,DENKYEMBUO,AKWATIA,547
E01491,R/C PRIM SCH APINAMANG,EASTERN,DENKYEMBUO,AKWATIA,503
E01492,L/A  J.H.S. APINAMANG,EASTERN,DENKYEMBUO,AKWATIA,375
E01493,DURBAR GROUNDS APINAMANG,EASTERN,DENKYEMBUO,AKWATIA,387
E01494,PRESBY PRIM SCH DWENASE,EASTERN,DENKYEMBUO,AKWATIA,551
E01495,L/A JSS DWENASE,EASTERN,DENKYEMBUO,AKWATIA,706
E01496,METHODIST PRIM. SCH. OKUMANING,EASTERN,DENKYEMBUO,AKWATIA,683
E01497,M D C C CHAPEL OKUMANING,EASTERN,DENKYEMBUO,AKWATIA,598
E01498,COCOA SHED OKUMANING,EASTERN,DENKYEMBUO,AKWATIA,463
E01499,COCOA SHED KWABENA AMOA,EASTERN,DENKYEMBUO,AKWATIA,279
E01500,L/A PRIM. SCH. APRAKU,EASTERN,DENKYEMBUO,AKWATIA,139
E01501,EXPERIMENTAL SCH. OKUMANING ARS,EASTERN,DENKYEMBUO,AKWATIA,199
E01567,METHODIST J.H.S. ASIAKWA,EASTERN,EAST AKIM,ABUAKWA SOUTH,919
E01568,OLD MOSQUE. ASIAKWA,EASTERN,EAST AKIM,ABUAKWA SOUTH,606
E01569,APOSTOLIC CHURCH. ASIAKWA,EASTERN,EAST AKIM,ABUAKWA SOUTH,403
E01570,PRESBY CHURCH. ASIAKWA,EASTERN,EAST AKIM,ABUAKWA SOUTH,662
E01571,SALV. ARMY J.H.S. ASIAKWA,EASTERN,EAST AKIM,ABUAKWA SOUTH,403
E01572,PRESBY PRIM SCH SAGYIMASE,EASTERN,EAST AKIM,ABUAKWA SOUTH,693
E01573,"DAY CARE CENTRE, SAGYIMASE",EASTERN,EAST AKIM,ABUAKWA SOUTH,608
E01574,M/A PRIM SCH AKIM ADUKROM,EASTERN,EAST AKIM,ABUAKWA SOUTH,999
E01575,"FUNERAL GROUNDS, ASIKAM",EASTERN,EAST AKIM,ABUAKWA SOUTH,804
E01576,PRESBY. PRIM. SCH. ASIKAM,EASTERN,EAST AKIM,ABUAKWA SOUTH,622
E01577,M/A PRIM. SCH. PANO,EASTERN,EAST AKIM,ABUAKWA SOUTH,831
E01578,ABUAKWA STATE SHS. KIBI,EASTERN,EAST AKIM,ABUAKWA SOUTH,308
E01579,ISLAMIC PRIM. SCH. ZONGO KIBI,EASTERN,EAST AKIM,ABUAKWA SOUTH,769
E01580,"HEALTH INSURANCE OFFICE, KIBI",EASTERN,EAST AKIM,ABUAKWA SOUTH,249
E01581,PRESBY. PRIM. SCH. KIBI,EASTERN,EAST AKIM,ABUAKWA SOUTH,1071
E01582,PRESBY DAY CARE CENTRE. KIBI,EASTERN,EAST AKIM,ABUAKWA SOUTH,456
E01583,METHODIST J.H.S. KIBI,EASTERN,EAST AKIM,ABUAKWA SOUTH,214
E01584,OMAN J.H.S. KIBI,EASTERN,EAST AKIM,ABUAKWA SOUTH,600
E01585,"MAGISTRATE COURT, KIBI",EASTERN,EAST AKIM,ABUAKWA SOUTH,401
E01586,M/A EXPERIMENTAL SCH. KIBI (A),EASTERN,EAST AKIM,ABUAKWA SOUTH,578
E01587,M/A EXPERIMENTAL SCH. KIBI (B),EASTERN,EAST AKIM,ABUAKWA SOUTH,579
E01588,ROCK OF AGES PREP. SCH. KIBI,EASTERN,EAST AKIM,ABUAKWA SOUTH,870
E01589,"COMMUNITY CENTRE, KIBI (A)",EASTERN,EAST AKIM,ABUAKWA SOUTH,638
E01590,"COMMUNITY CENTRE, KIBI (B)",EASTERN,EAST AKIM,ABUAKWA SOUTH,638
E01591,R/C PRIM SCH. AKWADUM,EASTERN,EAST AKIM,ABUAKWA SOUTH,705
E01592,"CMB SHED, POTROASE",EASTERN,EAST AKIM,ABUAKWA SOUTH,756
E01593,"FUNERAL GROUNDS, POTROASE",EASTERN,EAST AKIM,ABUAKWA SOUTH,477
E01594,M/A J.H.S. ODUMASE,EASTERN,EAST AKIM,ABUAKWA SOUTH,972
E01595,PRESBY. J.H.S. ODUMASE,EASTERN,EAST AKIM,ABUAKWA SOUTH,762
E01596,PRESBY PRIM SCH OKANTA,EASTERN,EAST AKIM,ABUAKWA SOUTH,704
E01597,M/A PRIM. SCH. KWASI KOMFO,EASTERN,EAST AKIM,ABUAKWA SOUTH,573
E01598,R/C PRIM. SCH. ADADIENTAM,EASTERN,EAST AKIM,ABUAKWA SOUTH,448
E01599,"R/C CHURCH, ADADIENTAM",EASTERN,EAST AKIM,ABUAKWA SOUTH,271
E01600,M/A PRIM. SCH. AHWENEASE,EASTERN,EAST AKIM,ABUAKWA SOUTH,299
E01601,"PRESBY CHURCH, AHWENEASE",EASTERN,EAST AKIM,ABUAKWA SOUTH,274
E01602,METHODIST PRIM. SCH. APAPAM,EASTERN,EAST AKIM,ABUAKWA SOUTH,668
E01603,PRESBY PRIM SCH APAPAM,EASTERN,EAST AKIM,ABUAKWA SOUTH,299
E01604,PRESBY. J.H.S. SCH APAPAM,EASTERN,EAST AKIM,ABUAKWA SOUTH,150
E01605,PENTECOST CHURCH. WIRENKYEREN AMANFROM,EASTERN,EAST AKIM,ABUAKWA SOUTH,831
E01606,PRESBY. PRIM. SCH. WIRENKYEREN AMANFROM,EASTERN,EAST AKIM,ABUAKWA SOUTH,531
E01607,"GBC RELAY STATION, APEDWA",EASTERN,EAST AKIM,ABUAKWA SOUTH,451
E01608,SDA PRIM. SCH. APEDWA,EASTERN,EAST AKIM,ABUAKWA SOUTH,750
E01609,"ZONGO - MOSQUE, APEDWA",EASTERN,EAST AKIM,ABUAKWA SOUTH,408
E01610,"POST OFFICE, APEDWA",EASTERN,EAST AKIM,ABUAKWA SOUTH,258
E01611,"CMB SHED, APEDWA",EASTERN,EAST AKIM,ABUAKWA SOUTH,376
E01612,"DAY CARE CENTRE, APEDWA",EASTERN,EAST AKIM,ABUAKWA SOUTH,639
E01613,R/C PRIM. SCH. APEDWA,EASTERN,EAST AKIM,ABUAKWA SOUTH,293
E01614,METHODIST PRIM. SCH. APEDWA,EASTERN,EAST AKIM,ABUAKWA SOUTH,603
E01615,CMB SHED II NKRONSO,EASTERN,EAST AKIM,ABUAKWA SOUTH,663
E01616,"CMB SHED I, NKRONSO",EASTERN,EAST AKIM,ABUAKWA SOUTH,597
E01617,M/A J.H.S. NKRONSO,EASTERN,EAST AKIM,ABUAKWA SOUTH,381
E01618,"FUNERAL GROUNDS, LARTEM",EASTERN,EAST AKIM,ABUAKWA SOUTH,581
E01619,"CHIEF PALACE, AKOOKO",EASTERN,EAST AKIM,ABUAKWA SOUTH,633
E01620,PRESBY PRIM. SCH AKOOKO,EASTERN,EAST AKIM,ABUAKWA SOUTH,453
E01621,FUNERAL GROUNDS. ADJEPOMAA,EASTERN,EAST AKIM,ABUAKWA SOUTH,779
E01622,R/C PRIM. SCH.AKIM ASAFO,EASTERN,EAST AKIM,ABUAKWA SOUTH,1062
E01623,CMB SHED I. AKIM ASAFO,EASTERN,EAST AKIM,ABUAKWA SOUTH,745
E01624,CMB SHED II AKIM ASAFO,EASTERN,EAST AKIM,ABUAKWA SOUTH,634
E01625,METHODIST J.H.S. MAASE,EASTERN,EAST AKIM,ABUAKWA SOUTH,623
E01626,METHODIST PRIM. SCH. MAASE,EASTERN,EAST AKIM,ABUAKWA SOUTH,481
E01627,"PRESBY CHURCH , MAASE",EASTERN,EAST AKIM,ABUAKWA SOUTH,484
E01628,R/C PRIM. SCH. ADDONKWANTA,EASTERN,EAST AKIM,ABUAKWA SOUTH,302
E01629,"CMB SHED , ADDONKWANTA",EASTERN,EAST AKIM,ABUAKWA SOUTH,360
E01630,M/A J.H.S. ADDONKWANTA,EASTERN,EAST AKIM,ABUAKWA SOUTH,384
E01631,PRESBY. PRIM. SCH. ADDONKWANTA,EASTERN,EAST AKIM,ABUAKWA SOUTH,333
E01632,M/A PRIM. SCH. NTAABEA,EASTERN,EAST AKIM,ABUAKWA SOUTH,416
E01633,PRESBY PRIM. SCH. ADORTOWA,EASTERN,EAST AKIM,ABUAKWA SOUTH,342
E01634,M/A PRIM. SCH. ABESIM YEBOAH,EASTERN,EAST AKIM,ABUAKWA SOUTH,337
E01635,M/A PRIM. SCH.BOMPONSO,EASTERN,EAST AKIM,ABUAKWA SOUTH,402
E01636,R/C JHS BUNSO,EASTERN,EAST AKIM,ABUAKWA SOUTH,392
E01637,M/A PRIM. SCH. BUNSO,EASTERN,EAST AKIM,ABUAKWA SOUTH,609
E01638,OPASS M/A J.H.S. KUKURANTUMI (A),EASTERN,EAST AKIM,ABUAKWA NORTH,573
E01639,M/A J.H.S. KUKURANTUMI,EASTERN,EAST AKIM,ABUAKWA NORTH,987
E01640,"APOSTLE REVELATION SOCIETY, KUKURANTUMI",EASTERN,EAST AKIM,ABUAKWA NORTH,245
E01641,"CHRISTECH SRC BLOCK, KUKURANTUMI",EASTERN,EAST AKIM,ABUAKWA NORTH,234
E01642,"TOWN COUNCIL HALL, KUKURANTUMI (B)",EASTERN,EAST AKIM,ABUAKWA NORTH,555
E01643,"CMB SHED, KUKURANTUMI",EASTERN,EAST AKIM,ABUAKWA NORTH,386
E01644,METHODIST PRIM. SCH. KUKURANTUMI,EASTERN,EAST AKIM,ABUAKWA NORTH,382
E01645,"PRESBY MISSION HOUSE, KUKURANTUMI",EASTERN,EAST AKIM,ABUAKWA NORTH,1046
E01646,"BROADWAY, KUKURANTUMI",EASTERN,EAST AKIM,ABUAKWA NORTH,457
E01647,MA PRIMARY SCH SOKODE JUASO,EASTERN,EAST AKIM,ABUAKWA NORTH,425
E01648,"PENTECOST CHURCH, ATI - NEW TAFO",EASTERN,EAST AKIM,ABUAKWA NORTH,752
E01649,AKIM COMMERCIAL COLLEGE ATI - NEW TAFO,EASTERN,EAST AKIM,ABUAKWA NORTH,535
E01650,"SUB-ZONGO, ATI - NEW TAFO",EASTERN,EAST AKIM,ABUAKWA NORTH,753
E01651,"CHIEF PALACE, ATI - NEW TAFO",EASTERN,EAST AKIM,ABUAKWA NORTH,280
E01652,M/A J.H.S NEW TAFO,EASTERN,EAST AKIM,ABUAKWA NORTH,620
E01653,R/C PRIM. SCH. NEW TAFO,EASTERN,EAST AKIM,ABUAKWA NORTH,330
E01654,FEDEN PRIM. SCH. NEW TAFO,EASTERN,EAST AKIM,ABUAKWA NORTH,618
E01655,"CMB SHED, NEW TAFO",EASTERN,EAST AKIM,ABUAKWA NORTH,250
E01656,"BIRTH AND DEATH OFFICE, NEW TAFO",EASTERN,EAST AKIM,ABUAKWA NORTH,703
E01657,"SEED GARDEN, NEW TAFO",EASTERN,EAST AKIM,ABUAKWA NORTH,274
E01658,"CENTRAL PENTECOST CHURCH, NEW TAFO",EASTERN,EAST AKIM,ABUAKWA NORTH,581
E01659,CRIG PRIM. SCH. NEW TAFO,EASTERN,EAST AKIM,ABUAKWA NORTH,596
E01660,CRIG M/A PRIM. SCH. NEW TAFO,EASTERN,EAST AKIM,ABUAKWA NORTH,938
E01661,METHODIST J.H.S. NEW TAFO,EASTERN,EAST AKIM,ABUAKWA NORTH,859
E01662,"TOWN COUNCIL HALL, NEW TAFO (A)",EASTERN,EAST AKIM,ABUAKWA NORTH,604
E01663,"TOWN COUNCIL HALL, NEW TAFO (B)",EASTERN,EAST AKIM,ABUAKWA NORTH,605
E01664,ARABIC PRIM. SCH. NEW TAFO,EASTERN,EAST AKIM,ABUAKWA NORTH,748
E01665,MID TAFO PRESBY. J.H.S. NEW TAFO,EASTERN,EAST AKIM,ABUAKWA NORTH,876
E01666,PRESBY PRIM SCH OBODANSE,EASTERN,EAST AKIM,ABUAKWA NORTH,450
E01667,PRESBY PRIM SCH ANWEABENG,EASTERN,EAST AKIM,ABUAKWA NORTH,321
E01668,M/A PRIM SCH ABREMPONSU,EASTERN,EAST AKIM,ABUAKWA NORTH,198
E01669,"ISIAMIC MOSQUE, OLD TAFO",EASTERN,EAST AKIM,ABUAKWA NORTH,588
E01670,"CHIEF PALACE, FOFIASE OLD TAFO",EASTERN,EAST AKIM,ABUAKWA NORTH,727
E01671,PRESBY PRIM SCH OLD TAFO,EASTERN,EAST AKIM,ABUAKWA NORTH,232
E01672,A M E ZION OLD CHURCH OLD TAFO,EASTERN,EAST AKIM,ABUAKWA NORTH,739
E01673,ZION PRIM. SCH. OLD TAFO,EASTERN,EAST AKIM,ABUAKWA NORTH,719
E01674,M/A PRIM. SCH. TORONTO,EASTERN,EAST AKIM,ABUAKWA NORTH,918
E01675,S D A PRIMARY SCH OSIEM,EASTERN,EAST AKIM,ABUAKWA NORTH,899
E01676,"POLICE STATION, OSIEM",EASTERN,EAST AKIM,ABUAKWA NORTH,664
E01677,"CSD OFFICE, BOSO ODUMASE",EASTERN,EAST AKIM,ABUAKWA NORTH,350
E01678,"SAVIOUR CHURCH, OSIEM",EASTERN,EAST AKIM,ABUAKWA NORTH,711
E01679,METHODIST J.H.S. OSIEM,EASTERN,EAST AKIM,ABUAKWA NORTH,911
E01680,PRESBY J.H.S. OSIEM,EASTERN,EAST AKIM,ABUAKWA NORTH,595
E01681,METHODIST PRIM SCH ETTUKROM,EASTERN,EAST AKIM,ABUAKWA NORTH,750
E01682,METHODIST J.H.S. ANYINASIN,EASTERN,EAST AKIM,ABUAKWA NORTH,801
E01683,PRESBY PRIM. SCH. ANYINASIN,EASTERN,EAST AKIM,ABUAKWA NORTH,568
E01771,D A PRIM SCH AKIM JUASO,EASTERN,FANTEEKWA,FANTEAKWA SOUTH,665
E01772,D A PRIM SCH SAAMANG,EASTERN,FANTEEKWA,FANTEAKWA SOUTH,503
E01773,D A JHS SAAMANG,EASTERN,FANTEEKWA,FANTEAKWA SOUTH,839
E01774,NSUTAM SHS,EASTERN,FANTEEKWA,FANTEAKWA SOUTH,502
E01775,D A JHS NSUTAM,EASTERN,FANTEEKWA,FANTEAKWA SOUTH,943
E01776,CMB SHED NSUTAM,EASTERN,FANTEEKWA,FANTEAKWA SOUTH,646
E01777,SDA PRIM SCH NSUTAM,EASTERN,FANTEEKWA,FANTEAKWA SOUTH,531
E01778,D A PRIM SCH NSUAPEMSO,EASTERN,FANTEEKWA,FANTEAKWA SOUTH,320
E01779,MARKET SQUARE OSINO,EASTERN,FANTEEKWA,FANTEAKWA SOUTH,649
E01780,R C JHS OSINO,EASTERN,FANTEEKWA,FANTEAKWA SOUTH,553
E01781,R C PRIM SCH OSINO,EASTERN,FANTEEKWA,FANTEAKWA SOUTH,150
E01782,CMB SHED OSINO,EASTERN,FANTEEKWA,FANTEAKWA SOUTH,329
E01783,FOTASE OSINO,EASTERN,FANTEEKWA,FANTEAKWA SOUTH,696
E01784,SENIOR HIGH SCH OSINO,EASTERN,FANTEEKWA,FANTEAKWA SOUTH,502
E01785,POST OFFICE ABOMPE,EASTERN,FANTEEKWA,FANTEAKWA SOUTH,544
E01786,SALVATION ARMY JHS ABOMPE,EASTERN,FANTEEKWA,FANTEAKWA SOUTH,318
E01787,DURBAR GROUNDS ABOMPE,EASTERN,FANTEEKWA,FANTEAKWA SOUTH,393
E01788,APPIAH DARKWA FORECOURT DWENASE,EASTERN,FANTEEKWA,FANTEAKWA SOUTH,465
E01789,SDA CHURCH DWENASE,EASTERN,FANTEEKWA,FANTEAKWA SOUTH,551
E01790,MARKET CENTRE DWENASE,EASTERN,FANTEEKWA,FANTEAKWA SOUTH,323
E01791,METHODIST PRIM SCH DOME,EASTERN,FANTEEKWA,FANTEAKWA SOUTH,485
E01792,PRESBY PRIM SCH GYANPOMANI,EASTERN,FANTEEKWA,FANTEAKWA SOUTH,332
E01793,S D A PRIMARY SCH AKIM HEMANG,EASTERN,FANTEEKWA,FANTEAKWA SOUTH,713
E01794,PRESBY PRIM SCH AKIM HEMANG,EASTERN,FANTEEKWA,FANTEAKWA SOUTH,738
E01795,ROYAL PALM NEAR ASOMANING'S HSE AKIM HEMANG,EASTERN,FANTEEKWA,FANTEAKWA SOUTH,287
E01796,MARKET CENTER BONKAME,EASTERN,FANTEEKWA,FANTEAKWA SOUTH,566
E01797,NEAR DADEMANTSE LAWER'S HSE BOSUSO,EASTERN,FANTEEKWA,FANTEAKWA SOUTH,220
E01798,NEAR OPANIN YAW SIAW HSE BOSUBO,EASTERN,FANTEEKWA,FANTEAKWA SOUTH,251
E01799,PRESBY PRIM SCH BOSUSO,EASTERN,FANTEEKWA,FANTEAKWA SOUTH,307
E01800,SDA PRIM SCH BOSUSO,EASTERN,FANTEEKWA,FANTEAKWA SOUTH,452
E01801,ZONGO MOSQUE BOSUSO,EASTERN,FANTEEKWA,FANTEAKWA SOUTH,496
E01802,DURBAR GROUNDS BOSUSO,EASTERN,FANTEEKWA,FANTEAKWA SOUTH,275
E01803,D A PRIM SCH BOSUSO,EASTERN,FANTEEKWA,FANTEAKWA SOUTH,252
E01804,REDEEMER PREP SCH BOSUSO,EASTERN,FANTEEKWA,FANTEAKWA SOUTH,241
E01805,D/A PRIMARY SCH ADJEIKROM,EASTERN,FANTEEKWA,FANTEAKWA SOUTH,600
E01806,D A PRIM SCH MILE 83,EASTERN,FANTEEKWA,FANTEAKWA SOUTH,576
E01807,D A PRIM SCH PIMPIMSO,EASTERN,FANTEEKWA,FANTEAKWA SOUTH,291
E01808,R C PRIM SCH EHIAMANKYENE,EASTERN,FANTEEKWA,FANTEAKWA SOUTH,413
E01809,R C JHS SCH EHIAMANKYENE,EASTERN,FANTEEKWA,FANTEAKWA SOUTH,474
E01810,D A PRIM SCH EHIAMANKYENE,EASTERN,FANTEEKWA,FANTEAKWA SOUTH,399
E01811,D A PRIM SCH AHENKORA NO 1,EASTERN,FANTEEKWA,FANTEAKWA SOUTH,266
E01812,D A PRIM SCH AHINKWAKROM,EASTERN,FANTEEKWA,FANTEAKWA SOUTH,141
E01813,D A PRIM SCH DADETSUNYA,EASTERN,FANTEEKWA,FANTEAKWA SOUTH,165
E01814,D A PRIM SCH ASEDJA,EASTERN,FANTEEKWA,FANTEAKWA SOUTH,165
E01815,D A PRIM SCH AKWADUM A,EASTERN,FANTEEKWA,FANTEAKWA SOUTH,165
E01816,D A PRIM SCH AKWADUM B,EASTERN,FANTEEKWA,FANTEAKWA SOUTH,210
E01817,D A PRIM SCH KWEKUSUA,EASTERN,FANTEEKWA,FANTEAKWA SOUTH,171
E01818,APOSTOLIC CHURCH BEPOASE,EASTERN,FANTEEKWA,FANTEAKWA SOUTH,589
E01819,JUNCTION BEPOASE,EASTERN,FANTEEKWA,FANTEAKWA SOUTH,568
E01820,METHODIST JHS BEPOASE,EASTERN,FANTEEKWA,FANTEAKWA SOUTH,149
E01821,AHENBRONO BEPOASE,EASTERN,FANTEEKWA,FANTEAKWA SOUTH,549
E01822,AMANFROM BEPOASE,EASTERN,FANTEEKWA,FANTEAKWA SOUTH,586
E01823,METHODIST PRIM SCH BEPOASE,EASTERN,FANTEEKWA,FANTEAKWA SOUTH,122
E01824,MARKET CENTRE KORADASO,EASTERN,FANTEEKWA,FANTEAKWA NORTH,546
E01825,D A PRIM SCH OPESIKA,EASTERN,FANTEEKWA,FANTEAKWA NORTH,161
E01826,LOCAL COUNCIL OFFICES BEGORO,EASTERN,FANTEEKWA,FANTEAKWA NORTH,925
E01827,ANGLICAN PRIMARY 'A' BEGORO,EASTERN,FANTEEKWA,FANTEAKWA NORTH,596
E01828,ANGLICAN JHS BEGORO,EASTERN,FANTEEKWA,FANTEAKWA NORTH,417
E01829,APOSTOLIC CHURCH BEGORO,EASTERN,FANTEEKWA,FANTEAKWA NORTH,356
E01830,SALVATAION ARMY JHS BEGORO,EASTERN,FANTEEKWA,FANTEAKWA NORTH,203
E01831,PRESBY PRIM SCH A BEGORO,EASTERN,FANTEEKWA,FANTEAKWA NORTH,337
E01832,PRESBY BOYS  BOARDING BEGORO,EASTERN,FANTEEKWA,FANTEAKWA NORTH,296
E01833,BEGORO SEC SCHOOL,EASTERN,FANTEEKWA,FANTEAKWA NORTH,396
E01834,FOUNDATION PREP SCH BEGORO,EASTERN,FANTEEKWA,FANTEAKWA NORTH,434
E01835,APINTO,EASTERN,FANTEEKWA,FANTEAKWA NORTH,562
E01836,INFRONT OF OLD STOREY BUILDING OBUASE BEGORO,EASTERN,FANTEEKWA,FANTEAKWA NORTH,201
E01837,MFUM STREET OBUASE BEGORO,EASTERN,FANTEEKWA,FANTEAKWA NORTH,452
E01838,S D A PRIM SCH OBUASE BEGORO,EASTERN,FANTEEKWA,FANTEAKWA NORTH,281
E01839,A M E ZION PRIM SCH BEGORO,EASTERN,FANTEEKWA,FANTEAKWA NORTH,1057
E01840,SEKYERE BEGORO,EASTERN,FANTEEKWA,FANTEAKWA NORTH,397
E01841,APEANING STREET BEGORO,EASTERN,FANTEEKWA,FANTEAKWA NORTH,420
E01842,NEAR OFORIWAA SALOON BEGORO,EASTERN,FANTEEKWA,FANTEAKWA NORTH,273
E01843,"ABAASE ""A"" BEGORO",EASTERN,FANTEEKWA,FANTEAKWA NORTH,413
E01844,"ABAASE ""B"" BEGORO",EASTERN,FANTEEKWA,FANTEAKWA NORTH,284
E01845,OPOKU STREET BEGORO,EASTERN,FANTEEKWA,FANTEAKWA NORTH,271
E01846,APEBOOSO BEGORO,EASTERN,FANTEEKWA,FANTEAKWA NORTH,195
E01847,ODUMASE MARKET BEGORO,EASTERN,FANTEEKWA,FANTEAKWA NORTH,983
E01848,R C PRIM SCH BEGORO,EASTERN,FANTEEKWA,FANTEAKWA NORTH,534
E01849,D A JHS APAA,EASTERN,FANTEEKWA,FANTEAKWA NORTH,271
E01850,D A PRIM SCH OPARE,EASTERN,FANTEEKWA,FANTEAKWA NORTH,535
E01851,D A PRIM SCH AWIRENTENG,EASTERN,FANTEEKWA,FANTEAKWA NORTH,573
