PS_Code,PS_Name,Region_Name,District_Name,Constituency_Name,Registered_Voters
A00111,METH PRIM KUSA,ASHANTI,ADANSI NORTH,FOMENA,341
A00112,PENTECOST CHURCH DENKYIE,ASHANTI,ADANSI NORTH,FOMENA,172
A00113,COUNCIL HALL FOMENA,ASHANTI,ADANSI NORTH,FOMENA,533
A00114,D/A PRIM SCH FOMENA,ASHANTI,ADANSI NORTH,FOMENA,312
A00115,PRISON CAMP NEW AYAASE,ASHANTI,ADANSI NORTH,FOMENA,338
A00116,SALVATION ARMY CHURCH FOMENA,ASHANTI,ADANSI NORTH,FOMENA,757
A00117,AHMADIYA SNR HIGH SCH FOMENA,ASHANTI,ADANSI NORTH,FOMENA,334
A00118,CHIEF'S PALACE FOMENA,ASHANTI,ADANSI NORTH,FOMENA,484
A00119,CATHOLIC PRIM SCH OLD AYAASE,ASHANTI,ADANSI NORTH,FOMENA,441
A00120,JUNIOR SEC SCH OLD AYAASE,ASHANTI,ADANSI NORTH,FOMENA,457
A00121,D/A PRIM BENA,ASHANTI,ADANSI NORTH,FOMENA,178
A00122,DOMPOASE S.H.S,ASHANTI,ADANSI NORTH,FOMENA,642
A00123,DISTRICT EDUCATION OFFICE DOMPOASE,ASHANTI,ADANSI NORTH,FOMENA,933
A00124,DEMO J H S DOMPOASE,ASHANTI,ADANSI NORTH,FOMENA,251
A00125,MARKET SQUARE DOMPOASE,ASHANTI,ADANSI NORTH,FOMENA,522
A00126,DOABIN D/A J H S DOMPOASE,ASHANTI,ADANSI NORTH,FOMENA,622
A00127,"BUABIN D/A PRIM, DOMPOASE",ASHANTI,ADANSI NORTH,FOMENA,209
A00128,COCOA SHED DOMPOASE,ASHANTI,ADANSI NORTH,FOMENA,325
A00129,DEMO PRIM SCH DOMPOASE,ASHANTI,ADANSI NORTH,FOMENA,191
A00130,D/A PRIM SCH AGOGOOSO,ASHANTI,ADANSI NORTH,FOMENA,412
A00131,D/A PRIMARY SCHOOL AHINSAN,ASHANTI,ADANSI NORTH,FOMENA,401
A00132,D/A JHS MEDOMA,ASHANTI,ADANSI NORTH,FOMENA,673
A00133,ROMAN CATHOLIC PRIM MEDOMA,ASHANTI,ADANSI NORTH,FOMENA,502
A00134,D/A JHS KYEABOSO,ASHANTI,ADANSI NORTH,FOMENA,268
A00135,D/A PRIM SCH OLD AKROFUOM,ASHANTI,ADANSI NORTH,FOMENA,276
A00136,D/A PRIM SCH BURA,ASHANTI,ADANSI NORTH,FOMENA,195
A00137,D/A PRIM SCH ANYINABREM,ASHANTI,ADANSI NORTH,FOMENA,202
A00138,D/A PRIM SCH BOBRAISE,ASHANTI,ADANSI NORTH,FOMENA,816
A00139,D/A J H S BOBRAISE,ASHANTI,ADANSI NORTH,FOMENA,753
A00140,CHIEF'S PALACE AKROKERRIFIE,ASHANTI,ADANSI NORTH,FOMENA,779
A00141,ASARE BEDIAKO SNR HIGH SCH,ASHANTI,ADANSI NORTH,FOMENA,564
A00142,SOCIAL CENTRE AKROKERRIFIE,ASHANTI,ADANSI NORTH,FOMENA,500
A00143,METHODIST CHURCH AKROKERRIE,ASHANTI,ADANSI NORTH,FOMENA,578
A00144,D/A PRIM SCH ABADWUM,ASHANTI,ADANSI NORTH,FOMENA,486
A00145,R/C PRIM SCH KWAPIA (A),ASHANTI,ADANSI NORTH,FOMENA,611
A00146,D/A PRIMARY PATAKRO,ASHANTI,ADANSI NORTH,FOMENA,1036
A00147,HEALTH CENTRE WIOSO,ASHANTI,ADANSI NORTH,FOMENA,381
A00148,RADIENT LIFE MINISTRY KYEKYEWERE,ASHANTI,ADANSI NORTH,FOMENA,276
A00149,D/A JHS '1' ASOKWA,ASHANTI,ADANSI NORTH,ADANSI ASOKWA,538
A00150,D/A JHS '2' ASOKWA,ASHANTI,ADANSI NORTH,ADANSI ASOKWA,378
A00151,D/A JHS '3' ASOKWA,ASHANTI,ADANSI NORTH,ADANSI ASOKWA,437
A00152,"ARMAJARO COCOA SHED, ASOKWA",ASHANTI,ADANSI NORTH,ADANSI ASOKWA,338
A00153,"CHRIST APOSTOLIC CHURCH INT, ASOKWA",ASHANTI,ADANSI NORTH,ADANSI ASOKWA,503
A00154,"DAY CARE CENTRE, BROFOYEDRU",ASHANTI,ADANSI NORTH,ADANSI ASOKWA,297
A00155,"METH JHS, BROFOYEDRU",ASHANTI,ADANSI NORTH,ADANSI ASOKWA,247
A00156,"METH MISSION HOUSE, BROFOYEDRU",ASHANTI,ADANSI NORTH,ADANSI ASOKWA,330
A00157,"D/A PRIM SCH, ATATAM",ASHANTI,ADANSI NORTH,ADANSI ASOKWA,231
A00158,R/C PRIM SCH  BROFOYEDRU,ASHANTI,ADANSI NORTH,ADANSI ASOKWA,175
A00159,BROFOYEDRU UNITED J HS,ASHANTI,ADANSI NORTH,ADANSI ASOKWA,263
A00160,CHIEF'S PALACE BROFOYEDRU,ASHANTI,ADANSI NORTH,ADANSI ASOKWA,340
A00161,D/A J H S BODWESANGO,ASHANTI,ADANSI NORTH,ADANSI ASOKWA,606
A00162,S D A PRIM SCH BODWESANGO,ASHANTI,ADANSI NORTH,ADANSI ASOKWA,622
A00163,METHODIST PRIM SCH BODWESANGO,ASHANTI,ADANSI NORTH,ADANSI ASOKWA,581
A00164,AHENFIE BODWESANGO,ASHANTI,ADANSI NORTH,ADANSI ASOKWA,502
A00165,D/A J H S PIPIISO,ASHANTI,ADANSI NORTH,ADANSI ASOKWA,506
A00166,D/APRIM SCH ABOABO NO1,ASHANTI,ADANSI NORTH,ADANSI ASOKWA,451
A00167,MARKET SQUARE ABOABO,ASHANTI,ADANSI NORTH,ADANSI ASOKWA,1015
A00168,D/A PRIM SCH NKONSA,ASHANTI,ADANSI NORTH,ADANSI ASOKWA,410
A00169,D/A PRIM SCH NYANKOMASI,ASHANTI,ADANSI NORTH,ADANSI ASOKWA,707
A00170,D/A PRIM SCH SAPONSO,ASHANTI,ADANSI NORTH,ADANSI ASOKWA,305
A00171,D/A PRIM SCH MEM,ASHANTI,ADANSI NORTH,ADANSI ASOKWA,436
A00172,D/A PRIM ARY SCH NSOKOTE,ASHANTI,ADANSI NORTH,ADANSI ASOKWA,984
A00173,D/A PRIM SCH ANOMABO,ASHANTI,ADANSI NORTH,ADANSI ASOKWA,590
A00174,D/A PRIM SCH FUMSO KETEWA,ASHANTI,ADANSI NORTH,ADANSI ASOKWA,533
A00175,D/A PRIM SCH ASIRIFIKROM,ASHANTI,ADANSI NORTH,ADANSI ASOKWA,534
A00176,COCOA SHED KROBO,ASHANTI,ADANSI NORTH,ADANSI ASOKWA,331
A00177,D/A PRIM SCH ANSA,ASHANTI,ADANSI NORTH,ADANSI ASOKWA,482
A00178,D/A PRIM SCH DASUBIMADWENE,ASHANTI,ADANSI NORTH,ADANSI ASOKWA,432
A00179,PENTECOST CHURCH ANITOA,ASHANTI,ADANSI NORTH,ADANSI ASOKWA,327
A00180,TEMP BOOTH SIANA,ASHANTI,ADANSI NORTH,ADANSI ASOKWA,390
A00181,D/A PRIM SCH ODEM,ASHANTI,ADANSI NORTH,ADANSI ASOKWA,419
A00182,R/C J H S   FUMSO,ASHANTI,ADANSI NORTH,ADANSI ASOKWA,548
A00183,ZONGO AREA FUMSO,ASHANTI,ADANSI NORTH,ADANSI ASOKWA,526
A00184,MARKET SQUARE FUMSO (B),ASHANTI,ADANSI NORTH,ADANSI ASOKWA,698
A00185,D/A PRIMARY NYAMEBEKYERE,ASHANTI,ADANSI NORTH,ADANSI ASOKWA,244
A00186,D/A PRIM SCH KOJO NKWANTA,ASHANTI,ADANSI NORTH,ADANSI ASOKWA,754
A00187,D/A PRIM SCH AGOGOOSO,ASHANTI,ADANSI NORTH,ADANSI ASOKWA,581
A00188,D/A PRIM SCH MENSAHKROM,ASHANTI,ADANSI NORTH,ADANSI ASOKWA,357
A00189,D/A  PRIM SCH AKROMASO,ASHANTI,ADANSI NORTH,ADANSI ASOKWA,195
A00190,D/A PRIM SCH ANHWIASO (A),ASHANTI,ADANSI NORTH,ADANSI ASOKWA,558
A00191,D/A PRIM SCH ANHWIASO (B),ASHANTI,ADANSI NORTH,ADANSI ASOKWA,560
A00192,D/A J H S ANHWIASO,ASHANTI,ADANSI NORTH,ADANSI ASOKWA,825
A00193,D/A PRIM SCH BADWE,ASHANTI,ADANSI NORTH,ADANSI ASOKWA,187
A00194,D/A J H S NEW AKROFUOM,ASHANTI,ADANSI NORTH,ADANSI ASOKWA,744
A00195,D/A PRIM SCH NEW AKROFUOM,ASHANTI,ADANSI NORTH,ADANSI ASOKWA,531
A00196,D/A PRIM KONSIMWAA,ASHANTI,ADANSI NORTH,ADANSI ASOKWA,492
A00197,AFRICAN FAITH PRIM SCH KOBIN,ASHANTI,ADANSI NORTH,ADANSI ASOKWA,434
A00198,D/A PRIM SCH DUAPOMPO,ASHANTI,ADANSI NORTH,ADANSI ASOKWA,395
A00199,D/A PRIM SCH AYOKOA,ASHANTI,ADANSI NORTH,ADANSI ASOKWA,695
A00200,D/A PRIM SCH AKWANSREM,ASHANTI,ADANSI NORTH,ADANSI ASOKWA,637
A00201,D/A JHS AKWANSREM,ASHANTI,ADANSI NORTH,ADANSI ASOKWA,741
A00202,METH PRIM SCH BUKRUWASO,ASHANTI,ADANSI NORTH,ADANSI ASOKWA,287
A00203,D/A JHS HWEREMOASE,ASHANTI,ADANSI NORTH,ADANSI ASOKWA,404
A00204,METH PRIM SCH HWEREMOASE,ASHANTI,ADANSI NORTH,ADANSI ASOKWA,411
A00205,D/A PRIM SCH ADIEMBRA,ASHANTI,ADANSI NORTH,ADANSI ASOKWA,680
A00206,D/A J H S TEWOBABI,ASHANTI,ADANSI NORTH,ADANSI ASOKWA,851
A00207,CHIEF'S PALACE NYAMEBEKYERE,ASHANTI,ADANSI NORTH,ADANSI ASOKWA,361
A00208,PENTECOST CHURCH TASILIMAN,ASHANTI,ADANSI NORTH,ADANSI ASOKWA,140
A00001,COMMUNITY CENTRE NEW EDUBIASE,ASHANTI,ADANSI SOUTH,NEW EDUBIASE,832
A00002,NEW EDUBIASE SECONDARY SCH (A),ASHANTI,ADANSI SOUTH,NEW EDUBIASE,638
A00003,NEW EDUBIASE SECONDARY SCH (B),ASHANTI,ADANSI SOUTH,NEW EDUBIASE,640
A00004,NEAR YAA AMABERE'S HOUSE NEW EDUBIASE,ASHANTI,ADANSI SOUTH,NEW EDUBIASE,315
A00005,OLD AHMADIYA'S MOSQUE NEW EDUBIASE,ASHANTI,ADANSI SOUTH,NEW EDUBIASE,506
A00006,ROMAN CATHOLIC CHURCH  NEW EDUBIASE,ASHANTI,ADANSI SOUTH,NEW EDUBIASE,440
A00007,BOATEMA'S LODGE NEW EDUBIASE,ASHANTI,ADANSI SOUTH,NEW EDUBIASE,847
A00008,CHURCH OF PENTECOST CENTRAL ASSEMBLY. NEW EDUBIASE,ASHANTI,ADANSI SOUTH,NEW EDUBIASE,483
A00009,"METH PRIM SCH, NEW EDUBIASE (A)",ASHANTI,ADANSI SOUTH,NEW EDUBIASE,636
A00010,"METH PRIM SCH, NEW EDUBIASE (B)",ASHANTI,ADANSI SOUTH,NEW EDUBIASE,636
A00011,D/A  JHS 'B' NEW EDUBIASE,ASHANTI,ADANSI SOUTH,NEW EDUBIASE,658
A00012,D/A PRIM SCH BRONIKROM,ASHANTI,ADANSI SOUTH,NEW EDUBIASE,426
A00013,PENTECOST CHURCH KWAME AGYEI,ASHANTI,ADANSI SOUTH,NEW EDUBIASE,270
A00014,D/A PRIM SCH AWOROSO,ASHANTI,ADANSI SOUTH,NEW EDUBIASE,328
A00015,ODIKRO'S HOUSE MPENTEMUA,ASHANTI,ADANSI SOUTH,NEW EDUBIASE,139
A00016,D/A PRIM SCH MENANG,ASHANTI,ADANSI SOUTH,NEW EDUBIASE,958
A00017,D/A JHS SAMANKROM,ASHANTI,ADANSI SOUTH,NEW EDUBIASE,426
A00018,D/A PRIM SCH AFIASO,ASHANTI,ADANSI SOUTH,NEW EDUBIASE,351
A00019,D/A PRIM SCH TONKOASE NO.2,ASHANTI,ADANSI SOUTH,NEW EDUBIASE,653
A00020,D/A PRIM SCH BREKU,ASHANTI,ADANSI SOUTH,NEW EDUBIASE,187
A00021,D/A PRIM SCH KWAKU ADU,ASHANTI,ADANSI SOUTH,NEW EDUBIASE,166
A00022,D/A PRIM SCH KAPREKROM,ASHANTI,ADANSI SOUTH,NEW EDUBIASE,282
A00023,D/A PRIM SCH SOMOROSO,ASHANTI,ADANSI SOUTH,NEW EDUBIASE,395
A00024,D/A PRIM SCH. OBUOBIKROM,ASHANTI,ADANSI SOUTH,NEW EDUBIASE,287
A00025,D/A PRIM SCH AKWATWEREBOANA,ASHANTI,ADANSI SOUTH,NEW EDUBIASE,415
A00026,D/A PRIM SCH NSATA SUBRISO,ASHANTI,ADANSI SOUTH,NEW EDUBIASE,191
A00027,PENTECOST CHURCH NSATA MANGOASE,ASHANTI,ADANSI SOUTH,NEW EDUBIASE,245
A00028,CMB SHED NSATA ABOABO,ASHANTI,ADANSI SOUTH,NEW EDUBIASE,274
A00029,D/A PRIM SCH TWEAPEASE,ASHANTI,ADANSI SOUTH,NEW EDUBIASE,486
A00030,CATHOLIC CHURCH ATOBIASE,ASHANTI,ADANSI SOUTH,NEW EDUBIASE,391
A00031,CATHOLIC MISSION HOUSE ATOBIASE,ASHANTI,ADANSI SOUTH,NEW EDUBIASE,462
A00032,METH CHURCH ATOBIASE,ASHANTI,ADANSI SOUTH,NEW EDUBIASE,562
A00033,CMB SHED ATOBIASE,ASHANTI,ADANSI SOUTH,NEW EDUBIASE,268
A00034,D/A PRIM SCH KRAMOKROM,ASHANTI,ADANSI SOUTH,NEW EDUBIASE,272
A00035,D/A PRIM SCH ANKAASE BAKAPA,ASHANTI,ADANSI SOUTH,NEW EDUBIASE,210
A00036,NEAR OP. KOKROKO'S HOUSE,ASHANTI,ADANSI SOUTH,NEW EDUBIASE,545
A00037,R/C PRIM SCH APAGYA,ASHANTI,ADANSI SOUTH,NEW EDUBIASE,507
A00038,R/C JHS APAGYA,ASHANTI,ADANSI SOUTH,NEW EDUBIASE,299
A00039,D/A JHS APAGYA,ASHANTI,ADANSI SOUTH,NEW EDUBIASE,341
A00040,D/A PRIM SCH APAGYA,ASHANTI,ADANSI SOUTH,NEW EDUBIASE,321
A00041,CMB SHED APAGYA,ASHANTI,ADANSI SOUTH,NEW EDUBIASE,620
A00042,D/A PRIM SCH FAHIAKOBO,ASHANTI,ADANSI SOUTH,NEW EDUBIASE,518
A00043,D/A JHS OBUOBI,ASHANTI,ADANSI SOUTH,NEW EDUBIASE,296
A00044,D/A PRIM SCH KWAME ADU,ASHANTI,ADANSI SOUTH,NEW EDUBIASE,331
A00045,PENTECOST CHURCH WURUYIE,ASHANTI,ADANSI SOUTH,NEW EDUBIASE,223
A00046,SAVIOUR CHURCH CHAPEL WURUYIE,ASHANTI,ADANSI SOUTH,NEW EDUBIASE,240
A00047,CMB SHED ASUMENAMU,ASHANTI,ADANSI SOUTH,NEW EDUBIASE,160
A00048,WURUYIE JHS NEW BLOCK,ASHANTI,ADANSI SOUTH,NEW EDUBIASE,325
A00049,WURUYIE JHS OLD BLOCK,ASHANTI,ADANSI SOUTH,NEW EDUBIASE,263
A00050,D/A PRIM SCH ABOABO NO.3,ASHANTI,ADANSI SOUTH,NEW EDUBIASE,530
A00051,C M B SHED  AMENASO,ASHANTI,ADANSI SOUTH,NEW EDUBIASE,208
A00052,"METHODIST CHURCH, ATWEREBOANA",ASHANTI,ADANSI SOUTH,NEW EDUBIASE,442
A00053,"ROMAN CATHOLIC CHURCH,  ATWEREBOANA",ASHANTI,ADANSI SOUTH,NEW EDUBIASE,315
A00054,D/A PRIM SCH KOTWEA,ASHANTI,ADANSI SOUTH,NEW EDUBIASE,589
A00055,"D/A PRIM SCH, ODUMASI",ASHANTI,ADANSI SOUTH,NEW EDUBIASE,515
A00056,D/A PRIM. SCH.  EDWENASE,ASHANTI,ADANSI SOUTH,NEW EDUBIASE,439
A00057,D/A PRIM. SCH. BIRIM-ABOYE,ASHANTI,ADANSI SOUTH,NEW EDUBIASE,172
A00058,D/A PRIM SCH ACHEASEWA,ASHANTI,ADANSI SOUTH,NEW EDUBIASE,306
A00059,D/A PRIM SCH KYEREMEBABI,ASHANTI,ADANSI SOUTH,NEW EDUBIASE,275
A00060,C M B SHED OKYEREKROM,ASHANTI,ADANSI SOUTH,NEW EDUBIASE,212
A00061,R/C PRIM SCH ADANSI PRASO,ASHANTI,ADANSI SOUTH,NEW EDUBIASE,551
A00062,ADANSI PRASO BEPOSO CMB SHED,ASHANTI,ADANSI SOUTH,NEW EDUBIASE,436
A00063,D/A PRIM SCH QUANSAKROM,ASHANTI,ADANSI SOUTH,NEW EDUBIASE,297
A00064,D/A PRIM SCH DANYAMESO,ASHANTI,ADANSI SOUTH,NEW EDUBIASE,190
A00065,METHODIST PRIM SCH ATAASE NKWANTA,ASHANTI,ADANSI SOUTH,NEW EDUBIASE,483
A00066,D/A PRIM SCH NKRANFO NKWANTA,ASHANTI,ADANSI SOUTH,NEW EDUBIASE,444
A00067,D/A PRIM SCH KOJO MANKRONG,ASHANTI,ADANSI SOUTH,NEW EDUBIASE,417
A00068,CMB SHED ODUMAN,ASHANTI,ADANSI SOUTH,NEW EDUBIASE,376
A00069,D/A PRIM SCH OBONSU,ASHANTI,ADANSI SOUTH,NEW EDUBIASE,377
A00070,D/A JHS OBONSU,ASHANTI,ADANSI SOUTH,NEW EDUBIASE,414
A00071,D/A PRIM SCH AYAA MANKATA,ASHANTI,ADANSI SOUTH,NEW EDUBIASE,359
A00072,D/A PRIM SCH AHOMAHOMA,ASHANTI,ADANSI SOUTH,NEW EDUBIASE,473
A00073,D/A PRIM SCH ADANSI KENYA,ASHANTI,ADANSI SOUTH,NEW EDUBIASE,391
A00074,D/A JHS AGRAVIE,ASHANTI,ADANSI SOUTH,NEW EDUBIASE,287
A00075,D/A PRIM SCH OWUSUKROM,ASHANTI,ADANSI SOUTH,NEW EDUBIASE,213
A00076,D/A PRIM SCH OPARE KWADJO,ASHANTI,ADANSI SOUTH,NEW EDUBIASE,264
A00077,AKROFUOM METHODIST PRIM. SCHOOL,ASHANTI,ADANSI SOUTH,AKROFUOM,723
A00078,AKROFUOM CATHOLIC J H S,ASHANTI,ADANSI SOUTH,AKROFUOM,1049
A00079,OHIATUA CMB SHED,ASHANTI,ADANSI SOUTH,AKROFUOM,122
A00080,AKROFUOM METHODIST JHS (A),ASHANTI,ADANSI SOUTH,AKROFUOM,647
A00081,AKROFUOM METHODIST JHS (B),ASHANTI,ADANSI SOUTH,AKROFUOM,646
A00082,D/A PRIM. SCH. OKYEREKROM,ASHANTI,ADANSI SOUTH,AKROFUOM,462
A00083,CMB SHED ABUSA,ASHANTI,ADANSI SOUTH,AKROFUOM,255
A00084,D/A PRIM. SCHOOL BETENASE,ASHANTI,ADANSI SOUTH,AKROFUOM,295
A00085,D/A PRIM SCH YADOMI,ASHANTI,ADANSI SOUTH,AKROFUOM,512
A00086,MENSONSO D/A  JHS,ASHANTI,ADANSI SOUTH,AKROFUOM,498
A00087,MENSONSO D/A PRIM. SCHOOL,ASHANTI,ADANSI SOUTH,AKROFUOM,474
A00088,MENSONSO NO. 2 CMB SHED,ASHANTI,ADANSI SOUTH,AKROFUOM,126
A00089,D/A PRIM. SCH. YAW OWUSUKROM,ASHANTI,ADANSI SOUTH,AKROFUOM,317
A00090,D/A PRIM. SCH. BROFOYEDRU,ASHANTI,ADANSI SOUTH,AKROFUOM,492
A00091,D/A PRIM. SCH NYAMEBEKYERE,ASHANTI,ADANSI SOUTH,AKROFUOM,437
A00092,D/A JHS GRUMESA,ASHANTI,ADANSI SOUTH,AKROFUOM,318
A00093,PENTECOST CHURCH GRUMESA,ASHANTI,ADANSI SOUTH,AKROFUOM,152
A00094,PBC SHED BEKAWOPA,ASHANTI,ADANSI SOUTH,AKROFUOM,331
A00095,D/A  JHS ADEYEPENA,ASHANTI,ADANSI SOUTH,AKROFUOM,202
A00096,D/A PRIM. SCH. KOFI-GYAMEKROM,ASHANTI,ADANSI SOUTH,AKROFUOM,357
A00097,D/A PRIM. SCH. SCH. BOTWEKROM,ASHANTI,ADANSI SOUTH,AKROFUOM,645
A00098,D/A PRIM. SCH. JOHNKROM,ASHANTI,ADANSI SOUTH,AKROFUOM,335
A00099,D/A PRIM SCH WAMASI,ASHANTI,ADANSI SOUTH,AKROFUOM,1010
A00100,D/A PRIM. SCH.KOKOTENTEN,ASHANTI,ADANSI SOUTH,AKROFUOM,443
A00101,D/A PRIM SCH ADUBENSASO,ASHANTI,ADANSI SOUTH,AKROFUOM,199
A00102,D/A JHS ADAMSO,ASHANTI,ADANSI SOUTH,AKROFUOM,653
A00103,R.C PRIM SCH ANKAASU,ASHANTI,ADANSI SOUTH,AKROFUOM,231
A00104,D/A PRIM SCH FENASO NKWANTA,ASHANTI,ADANSI SOUTH,AKROFUOM,421
A00105,D/A PRIM SCH MENSAKROM,ASHANTI,ADANSI SOUTH,AKROFUOM,564
A00106,R/C PRIM. SCH. AMPUNYASE,ASHANTI,ADANSI SOUTH,AKROFUOM,878
A00107,ADUKROABA CHIEF PALACE,ASHANTI,ADANSI SOUTH,AKROFUOM,330
A00108,D/A PRIM. SCH. KUBI KWANTO,ASHANTI,ADANSI SOUTH,AKROFUOM,717
A00109,D/A PRIM. SCH. TAKYIKROM,ASHANTI,ADANSI SOUTH,AKROFUOM,270
A00110,D/A PRIM SCH ADOM NYAME,ASHANTI,ADANSI SOUTH,AKROFUOM,239
A02374,D/A PRIMARY SCHOOL APAGYA,ASHANTI,AFIGYA KWABRE,AFIGYA KWABRE SOUTH,896
A02375,D/A PRIMARY SCHOOL AKROFROM,ASHANTI,AFIGYA KWABRE,AFIGYA KWABRE SOUTH,589
A02376,D/A PRIM SCH MOWIRE,ASHANTI,AFIGYA KWABRE,AFIGYA KWABRE SOUTH,935
A02377,METHODIST CHURCH AKROWA,ASHANTI,AFIGYA KWABRE,AFIGYA KWABRE SOUTH,505
A02378,METHODIST PRIM SCHOOL KODIE,ASHANTI,AFIGYA KWABRE,AFIGYA KWABRE SOUTH,1092
A02379,METHODIST CHURCH KODIE,ASHANTI,AFIGYA KWABRE,AFIGYA KWABRE SOUTH,366
A02380,D/A PRIMARY SCH ADUMAN,ASHANTI,AFIGYA KWABRE,AFIGYA KWABRE SOUTH,524
A02381,D/A JHS ADUMAN,ASHANTI,AFIGYA KWABRE,AFIGYA KWABRE SOUTH,238
A02382,ADUMAN SHS ADUMAN (A),ASHANTI,AFIGYA KWABRE,AFIGYA KWABRE SOUTH,559
A02383,ADUMAN SHS ADUMAN (B),ASHANTI,AFIGYA KWABRE,AFIGYA KWABRE SOUTH,562
A02384,D/A LOWER PRIMARY  ADUMOA,ASHANTI,AFIGYA KWABRE,AFIGYA KWABRE SOUTH,850
A02385,R/C PRIM SCH 1 NKUKUA BUOHO (A),ASHANTI,AFIGYA KWABRE,AFIGYA KWABRE SOUTH,624
A02386,R/C PRIM SCH 1 NKUKUA BUOHO (B),ASHANTI,AFIGYA KWABRE,AFIGYA KWABRE SOUTH,628
A02387,R/C PRIM SCH 2 NKUKUA BUOHO (A),ASHANTI,AFIGYA KWABRE,AFIGYA KWABRE SOUTH,558
A02388,R/C PRIM SCH 2 NKUKUA BUOHO (B),ASHANTI,AFIGYA KWABRE,AFIGYA KWABRE SOUTH,559
A02389,PENTECOST CH NKUKUA BUOHO,ASHANTI,AFIGYA KWABRE,AFIGYA KWABRE SOUTH,776
A02390,D/A JHS 1 BUOHO (B),ASHANTI,AFIGYA KWABRE,AFIGYA KWABRE SOUTH,611
A02391,D/A JHS 2 BUOHO,ASHANTI,AFIGYA KWABRE,AFIGYA KWABRE SOUTH,1093
A02392,D/A PRIM SCH SASSA,ASHANTI,AFIGYA KWABRE,AFIGYA KWABRE SOUTH,693
A02393,D/A PRIM SCH SAYIEMO,ASHANTI,AFIGYA KWABRE,AFIGYA KWABRE SOUTH,216
A02394,D/A PRIM SCH BOMSO,ASHANTI,AFIGYA KWABRE,AFIGYA KWABRE SOUTH,490
A02395,D/A PRIMARY SCHOOL 1 AFRANCHO (A),ASHANTI,AFIGYA KWABRE,AFIGYA KWABRE SOUTH,663
A02396,D/A PRIMARY SCHOOL 1 AFRANCHO (B),ASHANTI,AFIGYA KWABRE,AFIGYA KWABRE SOUTH,666
A02397,D/A PRIM SCH 2 AFRANCHO (A),ASHANTI,AFIGYA KWABRE,AFIGYA KWABRE SOUTH,643
A02398,AFRANCHO HEALTH CENTRE,ASHANTI,AFIGYA KWABRE,AFIGYA KWABRE SOUTH,926
A02399,METHODIST CHURCH AFRANCHO,ASHANTI,AFIGYA KWABRE,AFIGYA KWABRE SOUTH,615
A02400,R/C CHURCH BRONKONG (A),ASHANTI,AFIGYA KWABRE,AFIGYA KWABRE SOUTH,696
A02401,R/C CHURCH BRONKONG (B),ASHANTI,AFIGYA KWABRE,AFIGYA KWABRE SOUTH,699
A02402,ANTWI BOASIAKO SHS BRONKONG,ASHANTI,AFIGYA KWABRE,AFIGYA KWABRE SOUTH,1080
A02403,A/GOD BIBLE SCH BRONKONG,ASHANTI,AFIGYA KWABRE,AFIGYA KWABRE SOUTH,842
A02404,KWAJO ABORAH CO KYEKYERE (A),ASHANTI,AFIGYA KWABRE,AFIGYA KWABRE SOUTH,616
A02405,KWAJO ABORAH CO KYEKYERE (B),ASHANTI,AFIGYA KWABRE,AFIGYA KWABRE SOUTH,614
A02406,PATMOS PREP SCH KYEKYERE,ASHANTI,AFIGYA KWABRE,AFIGYA KWABRE SOUTH,908
A02407,ROCK FOUNDATION A/G KYERASE (B),ASHANTI,AFIGYA KWABRE,AFIGYA KWABRE SOUTH,623
A02408,PENTECOST CHURCH ABOAHIA,ASHANTI,AFIGYA KWABRE,AFIGYA KWABRE SOUTH,350
A02409,KROBO COMMUNITY PARK (A),ASHANTI,AFIGYA KWABRE,AFIGYA KWABRE SOUTH,668
A02410,KROBO COMMUNITY PARK (B),ASHANTI,AFIGYA KWABRE,AFIGYA KWABRE SOUTH,667
A02411,VOCATIONAL TRG INST HEMANG BUOHO (B),ASHANTI,AFIGYA KWABRE,AFIGYA KWABRE SOUTH,656
A02412,GLORY OF GOD MIN HEMANG BUOHO,ASHANTI,AFIGYA KWABRE,AFIGYA KWABRE SOUTH,464
A02413,R/C PRIM SCH NTIRI BUOHO (B),ASHANTI,AFIGYA KWABRE,AFIGYA KWABRE SOUTH,604
A02414,ST JOSEPH R/C CHURCH BROFOYEDRU,ASHANTI,AFIGYA KWABRE,AFIGYA KWABRE SOUTH,792
A02415,OSEI KWADWO D/A JHS AMPABAME,ASHANTI,AFIGYA KWABRE,AFIGYA KWABRE SOUTH,232
A02416,CHIEF'S PALACE ATRAMA,ASHANTI,AFIGYA KWABRE,AFIGYA KWABRE SOUTH,314
A02417,AMANFROM D/A PRIM AGYARKO BUOHO,ASHANTI,AFIGYA KWABRE,AFIGYA KWABRE SOUTH,427
A02418,D/A JHS MAASE (A),ASHANTI,AFIGYA KWABRE,AFIGYA KWABRE SOUTH,705
A02419,ESSEN FUNERAL GROUNDS,ASHANTI,AFIGYA KWABRE,AFIGYA KWABRE SOUTH,707
A02420,EMMANUEL PRESBY CH  ATIMATIM (A),ASHANTI,AFIGYA KWABRE,AFIGYA KWABRE SOUTH,592
A02421,EMMANUEL PRESBY CH  ATIMATIM (B),ASHANTI,AFIGYA KWABRE,AFIGYA KWABRE SOUTH,595
A02422,RIVER OF LIFE A/G CHURCH DOMI ATIMATIM (A),ASHANTI,AFIGYA KWABRE,AFIGYA KWABRE SOUTH,583
